Place id,Governorate,District,"Location name
in English","Location name
in Arabic ",Latitude,Longitude,Households,Individuals,Host Families,Hotel/Motel,Rented houses,Habitual residnece (Habitable),Habitual residence (Uninhabitable),Informal settlements,"Unfinished/
Abandoned building",Non-residential structure,Religious Building,School Building,Other formal settlements/ collective centres,Other shelters,Unknown shelter type,Anbar,Babylon,Baghdad,Basrah,Dahuk,Diyala,Erbil,Kerbala,Kirkuk,Missan,Muthanna,Najaf,Ninewa,Qadissiya,Salah al-Din,Sulaymaniyah,Thi-Qar,Wassit,Pre-June14 Period,June-July14 Period,August14 Period,Post September14 Period,Post April15 Period,Post Mar16 Period,Post 17 October 16 Period,17-Jul,19-Jan,20-Jan,Open Street Map,Google Map,Bing Map
106,Anbar,Al-Ka'im,Al-Amen,حي الامين,34.37912856,41.00037824,"1,185",7110.00,,,114,"6,246",750,,,,,,,,,966,588,"2,760",,,,"1,560",,270,,,,,,,966,,,,,,,"1,050","1,320","1,944","2,796",,,Maplink1,Maplink2,Maplink3
23788,Anbar,Al-Ka'im,Hay Al Rashid,حي الرشيد,34.38715286,40.98881848,385,2310.00,,,66,"1,968",276,,,,,,,,,"1,194",,414,,,,480,,,,,,,,,222,,,,,,,,432,384,"1,494",,,Maplink1,Maplink2,Maplink3
23794,Anbar,Al-Ka'im,Hay Al Sinay,حي الصناعي,34.38403618,41.035056,171,1026.00,,,30,876,120,,,,,,,,,54,,426,,,,372,,,,,,,,,174,,,,,,,,300,606,120,,,Maplink1,Maplink2,Maplink3
286,Anbar,Al-Ka'im,Hay Al-Athar,حي الاثار,34.37673472,41.06307709,330,1980.00,,,18,"1,902",60,,,,,,,,,"1,440",,84,,,,306,,,,,,,,,150,,,,,,,,540,564,876,,,Maplink1,Maplink2,Maplink3
273,Anbar,Al-Ka'im,Albu Hardan,قرية البوحردان,34.4062892,41.09457227,571,3426.00,,,,"2,964",462,,,,,,,,,"1,128",,"1,362",,,,738,,,,,,,,,198,,,,,,,,576,594,"2,256",,,Maplink1,Maplink2,Maplink3
279,Anbar,Al-Ka'im,Hay Al-Farooq,حي الفاروق,34.39645966,41.00274452,245,1470.00,,,30,"1,350",90,,,,,,,,,582,,360,,,,288,,,,,,,,,240,,,,,,,,144,114,"1,212",,,Maplink1,Maplink2,Maplink3
287,Anbar,Al-Ka'im,Hay Al-Makarim,حي المكارم,34.38437722,41.02395861,298,1788.00,,,24,"1,680",84,,,,,,,,,924,,102,,,,582,,,,,,,,,180,,,,,,,,402,756,630,,,Maplink1,Maplink2,Maplink3
23792,Anbar,Al-Ka'im,Al Angaa,حي العنقاء,34.38025462,41.05022726,945,5670.00,,,150,"4,830",690,,,,,,,,,"1,236",,"1,530",,,,"1,566",,210,,,,,,,"1,128",,,,,,,780,678,"1,230","2,982",,,Maplink1,Maplink2,Maplink3
33816,Anbar,Al-Ka'im,       Hay  Al Forat            ,حي الفرات,34.4117274,41.0047866,230,1380.00,,,12,"1,158",210,,,,,,,,,48,,654,,,,438,,,,,,,,,240,,,,,,,,,390,990,,,Maplink1,Maplink2,Maplink3
23787,Anbar,Al-Ka'im,Hay Al Sham,حي الشام ( الجمعية ),34.38769212,40.99429847,420,2520.00,,,228,"2,124",168,,,,,,,,,660,,612,,,,612,,96,,,,,,,540,,,,,,,60,396,936,"1,128",,,Maplink1,Maplink2,Maplink3
33176,Anbar,Al-Ka'im,Al Masharea,المشاريع,34.411487,41.00671,36,216.00,,,,216,,,,,,,,,,102,,114,,,,,,,,,,,,,,,,,,,,,,,216,,,Maplink1,Maplink2,Maplink3
33944,Anbar,Al-Ka'im,AL Fayadhiya Village,قرية الفياضية,34.3724586,41.1771001,92,552.00,,,,504,48,,,,,,,,,,,192,,,,210,,48,,,,,,,102,,,,,,,,150,90,312,,,Maplink1,Maplink2,Maplink3
164,Anbar,Al-Ka'im,Al Ubaydi-3,العبيدي-مرحلة ثالثة,34.43679853,41.23267522,341,2046.00,,,,"1,818",228,,,,,,,,,864,,426,,,,468,,,,,,,,,288,,,,,,,,276,"1,224",546,,,Maplink1,Maplink2,Maplink3
66,Anbar,Al-Ka'im,Sadah,قرية سعده,34.36995574,41.09281041,755,4530.00,,,60,"4,338",132,,,,,,,,,"1,014",,"1,614",,,,"1,236",,66,,,,,,,600,,,,,,,456,510,"1,392","2,172",,,Maplink1,Maplink2,Maplink3
277,Anbar,Al-Ka'im,Hay Al-Maamon,حي المامون,34.39362133,41.000431,"1,369",8214.00,,,42,"7,872",300,,,,,,,,,828,390,"3,084",,,,"2,340",,270,,,,,,,"1,302",,,,,,,"1,080","1,500","2,112","3,522",,,Maplink1,Maplink2,Maplink3
268,Anbar,Al-Ka'im,Hay Al-Salam,حي السلام,34.3931819,40.99586745,450,2700.00,,,264,"2,076",360,,,,,,,,,822,,696,,,,612,,,,,,,,,570,,,,,,,54,870,870,906,,,Maplink1,Maplink2,Maplink3
23790,Anbar,Al-Ka'im,Hay Al Shuhadaa,حي الشهداء,34.3737901,41.06328701,365,2190.00,,,30,"2,058",102,,,,,,,,,"1,500",,120,,,,378,,,,,,,,,192,,,,,,,,216,546,"1,428",,,Maplink1,Maplink2,Maplink3
33779,Anbar,Al-Ka'im,AI Nahda AI Gharbi,حي النهضة الغربية,34.372312,41.0443771,185,1110.00,,,30,960,120,,,,,,,,,60,,330,,,,570,,30,,,,,,,120,,,,,,,,60,210,840,,,Maplink1,Maplink2,Maplink3
23647,Anbar,Al-Ka'im,Al Aubaidi Al Qadima,العبيدي القديمة ,34.42020331,41.20149436,617,3702.00,,,,"3,372",330,,,,,,,,,750,,936,,,,"1,404",,150,,,,,,,462,,,,,,,222,120,"1,938","1,422",,,Maplink1,Maplink2,Maplink3
23791,Anbar,Al-Ka'im,Al Nahda Al-Sharqiyah,حي النهضة الشرقية,34.36827894,41.05775748,459,2754.00,,,156,"2,280",318,,,,,,,,,"1,260",,894,,,,510,,,,,,,,,90,,,,,,,,672,918,"1,164",,,Maplink1,Maplink2,Maplink3
271,Anbar,Al-Ka'im,Door Al-Sikak,حي السكك,34.38771423,40.97593251,166,996.00,,,30,816,150,,,,,,,,,324,,468,,,,174,,,,,,,,,30,,,,,,,,240,360,396,,,Maplink1,Maplink2,Maplink3
23795,Anbar,Al-Ka'im,Al Rumanah Al Gharbiyah,حي الرمانة الغربية,34.40098718,41.07124482,339,2034.00,,,,"1,644",390,,,,,,,,,"1,242",,222,,,,420,,,,,,,,,150,,,,,,,,396,426,"1,212",,,Maplink1,Maplink2,Maplink3
274,Anbar,Al-Ka'im,Al-Rabet,قرية الربط,34.423677,41.03989389,487,2922.00,,,,"2,574",348,,,,,,,,,"1,746",,390,,,,570,,,,,,,,,216,,,,,,,,210,798,"1,914",,,Maplink1,Maplink2,Maplink3
90,Anbar,Al-Ka'im,Al Ubaydi-1,العبيدي-مرحلة أولى,34.42921424,41.22633253,357,2142.00,,,,"1,512",630,,,,,,,,,"1,392",,150,,,,600,,,,,,,,,,,,,,,,,990,816,336,,,Maplink1,Maplink2,Maplink3
156,Anbar,Al-Ka'im,Wazeeriya,حي الوزيرية,34.38141702,41.03964076,518,3108.00,,,54,"2,784",270,,,,,,,,,"1,290",,588,,,,810,,,,,,,,,420,,,,,,,,690,522,"1,896",,,Maplink1,Maplink2,Maplink3
269,Anbar,Al-Ka'im,Hay Al-Yarmook,حي اليرموك,34.39717963,40.98931641,250,1500.00,,,18,"1,362",120,,,,,,,,,858,,240,,,,294,,,,,,,,,108,,,,,,,,342,300,858,,,Maplink1,Maplink2,Maplink3
33421,Anbar,Al-Ka'im,Dghima village,قرية دغيمة,34.39781,41.18910144,394,2364.00,,,,"2,064",300,,,,,,,,,"1,134",,300,,,,804,,,,,,,,,126,,,,,,,,576,666,"1,122",,,Maplink1,Maplink2,Maplink3
33817,Anbar,Al-Ka'im,Hay Ghaza,حي غزه,34.380577,40.9747798,473,2838.00,,,12,"2,526",300,,,,,,,,,60,,"1,422",,,,906,,210,,,,,,,240,,,,,,,,438,"1,050","1,350",,,Maplink1,Maplink2,Maplink3
276,Anbar,Al-Ka'im,Hay Al-Andalus,حي الاندلس,34.39354881,40.99088437,447,2682.00,,,246,"2,136",300,,,,,,,,,768,48,714,,,,708,,84,,,,,,,360,,,,,,,,642,"1,224",816,,,Maplink1,Maplink2,Maplink3
33465,Anbar,Al-Ka'im,Al Jbariyah village ,قرية الجعبرية ,34.44625,41.28824982,91,546.00,,,,546,,,,,,,,,,252,,162,,,,132,,,,,,,,,,,,,,,,,,162,384,,,Maplink1,Maplink2,Maplink3
33945,Anbar,Al-Ka'im,Albu Mandeel  Village,قرية البو منديل,34.3706801,41.1922818,72,432.00,,,,402,30,,,,,,,,,,,90,,,,180,,,,,,,,,162,,,,,,,,120,78,234,,,Maplink1,Maplink2,Maplink3
23796,Anbar,Al-Ka'im,Al Rumanah Al Sharqiyah,حي الرمانة الشرقية,34.394882,41.07665104,359,2154.00,,,,"1,872",282,,,,,,,,,834,,540,,,,570,,,,,,,,,210,,,,,,,,210,300,"1,644",,,Maplink1,Maplink2,Maplink3
272,Anbar,Al-Ka'im,Hay 12 Rabee Alawal,حي 12ربيع الاول,34.39208833,40.98504599,639,3834.00,,,150,"3,054",630,,,,,,,,,"1,248",,804,,,,"1,200",,102,,,,,,,480,,,,,,,,714,996,"2,124",,,Maplink1,Maplink2,Maplink3
33466,Anbar,Al-Ka'im,Al Baghoz village ,قرية الباغوز,34.430122,41.00576,119,714.00,,,,654,60,,,,,,,,,354,,180,,,,60,,,,,,,,,120,,,,,,,,240,300,174,,,Maplink1,Maplink2,Maplink3
275,Anbar,Al-Ka'im,Albu Ubaid,قرية البوعبيد,34.40737747,41.06731319,366,2196.00,,,,"1,944",252,,,,,,,,,570,,300,,,,708,,180,,,,,,,438,,,,,,,,504,936,756,,,Maplink1,Maplink2,Maplink3
33778,Anbar,Al-Ka'im,AI Ubaydi-4,العبيدي-المرحلة الرابعة السمت,34.4346545,41.2358164,293,1758.00,,,,"1,602",156,,,,,,,,,60,,732,,,,564,,,,,,,,,402,,,,,,,,348,366,"1,044",,,Maplink1,Maplink2,Maplink3
33947,Anbar,Al-Ka'im,Swehil Village,قرية سويحل,34.3746409,41.0730344,209,1254.00,,,30,"1,140",84,,,,,,,,,36,,330,,,,570,,90,,,,,,,228,,,,,,,,372,774,108,,,Maplink1,Maplink2,Maplink3
21477,Anbar,Al-Ka'im,Al Zalla,قرية الزلة,34.42124214,41.45726616,236,1416.00,,,,"1,302",114,,,,,,,,,"1,092",,,,,,192,,,,,,,,,132,,,,,,,,,870,546,,,Maplink1,Maplink2,Maplink3
23793,Anbar,Al-Ka'im,Hay Al Askary,حي العسكري,34.38879287,41.02220244,245,1470.00,,,90,"1,308",72,,,,,,,,,894,,180,,,,150,,,,,,,,,246,,,,,,,,180,252,"1,038",,,Maplink1,Maplink2,Maplink3
33175,Anbar,Al-Ka'im,Tiwaan,تيوان,34.2259007,41.34168435,165,990.00,,,,858,132,,,,,,,,,384,,228,,,,300,,,,,,,,,78,,,,,,,,,210,780,,,Maplink1,Maplink2,Maplink3
33815,Anbar,Al-Ka'im,  Hay Alzaytun,حي الزيتون,34.377399,41.0192203,139,834.00,,,12,726,96,,,,,,,,,,,168,,,,360,,198,,,,,,,108,,,,,,,,,318,516,,,Maplink1,Maplink2,Maplink3
33943,Anbar,Al-Ka'im,AL Qunaytara Village,قرية القنيطرة,34.380626,41.203832,90,540.00,,,6,486,48,,,,,,,,,78,,180,,,,282,,,,,,,,,,,,,,,,,270,120,150,,,Maplink1,Maplink2,Maplink3
33946,Anbar,Al-Ka'im,Jreejib Village,قرية جريجب,34.3713055,41.1540077,302,1812.00,,,18,"1,674",120,,,,,,,,,462,,354,,,,498,,108,,,,,,,390,,,,,,,102,312,540,858,,,Maplink1,Maplink2,Maplink3
23797,Anbar,Al-Ka'im,Al Ubaydi-2,مرحلة الثانية ,34.43464907,41.22600695,207,1242.00,,,,"1,128",114,,,,,,,,,288,,306,,,,522,,,,,,,,,126,,,,,,,,504,378,360,,,Maplink1,Maplink2,Maplink3
231,Anbar,Al-Rutba,Al Wadi,حي الوادي,33.03966421,40.28365262,344,2064.00,,,,"2,064",,,,,,,,,,,,600,,,,"1,464",,,,,,,,,,,,,600,,"1,464",,,,,,,Maplink1,Maplink2,Maplink3
233,Anbar,Al-Rutba,Hay Al-Matar,حي المطار,33.03461084,40.28668013,697,4182.00,,,,"3,864",318,,,,,,,,,"1,482",,"2,382",,,,318,,,,,,,,,,,,,"1,260",,"1,404",,"1,482",,,36,,Maplink1,Maplink2,Maplink3
23935,Anbar,Al-Rutba,Al-Daraemah Village,قرية الدراعمة,33.04302668,40.38038346,420,2520.00,,,,"2,472",48,,,,,,,,,144,,"1,020",,,,"1,332",,,,,,,,,24,,,,"1,164",,"1,308",,,,,48,,Maplink1,Maplink2,Maplink3
23936,Anbar,Al-Rutba,Rumilah Village,قرية رميلة,33.06022091,40.34556629,100,600.00,,,,498,102,,,,,,,,,252,,192,,,,156,,,,,,,,,,,,,,,258,192,,,,150,,Maplink1,Maplink2,Maplink3
165,Anbar,Al-Rutba,Al Askaree,حي العسكري,33.03800189,40.30263444,256,1536.00,,,,"1,206",330,,,,,,,,,66,,120,,60,,552,,678,,,,,,,60,,,,"1,152",,126,48,,,,210,,Maplink1,Maplink2,Maplink3
150,Anbar,Al-Rutba,Al Haara,حي الحارة,33.03761591,40.28426443,555,3330.00,,,72,"3,060",198,,,,,,,,,546,,"1,440",,48,,"1,272",,24,,,,,,,,,,,"2,406",,192,72,546,,,114,,Maplink1,Maplink2,Maplink3
167,Anbar,Al-Rutba,Antesar,حي الانتصار,33.03126564,40.29901479,986,5916.00,,,,"5,790",126,,,,,,,,,"2,328",,"2,298",,,,282,,858,,,,,,,150,,,"1,380","1,206",,"1,110",,"2,220",,,,,Maplink1,Maplink2,Maplink3
23888,Anbar,Al-Rutba,Gharb Al-Wadi,حي غرب الوادي,33.04245523,40.27803907,751,4506.00,,,,"4,074",432,,,,,,,,,"1,260",,"2,202",,,,"1,044",,,,,,,,,,,,,"1,044",,"2,202",,"1,260",,,,,Maplink1,Maplink2,Maplink3
166,Anbar,Al-Rutba,Hay Al Meethagh,حي الميثاق,33.03197354,40.29047217,479,2874.00,,,,"2,712",162,,,,,,,,,66,,"1,896",,,,864,,,,,,,,,48,,,"1,050",750,,912,,,,,162,,Maplink1,Maplink2,Maplink3
247,Anbar,Ana,Hay Al-Rayhana,حي الريحانه,34.3407346,42.02687382,413,2478.00,,,,"2,334",144,,,,,,,,,"1,632",,210,,,,450,,,,,,,,,186,,,,,,,,270,"1,110","1,098",,,Maplink1,Maplink2,Maplink3
253,Anbar,Ana,Hay Al Salam,حي السلام,34.37150561,41.96978858,191,1146.00,,,60,"1,086",,,,,,,,,,444,,192,,,,408,,,,,,,,,102,,,,,,102,,60,378,606,,,Maplink1,Maplink2,Maplink3
109,Anbar,Ana,Yarmouk,حي اليرموك,34.37483517,41.98761025,306,1836.00,,,,"1,836",,,,,,,,,,"1,302",,174,,,,258,,,,,,,,,102,,,,,,,,120,342,"1,374",,,Maplink1,Maplink2,Maplink3
23799,Anbar,Ana,Hay Al ZeraI,حي الزراعي,34.3731532,41.99516882,166,996.00,,,192,804,,,,,,,,,,588,,162,,,,114,,,,,,,,,132,,,,,,,,114,306,576,,,Maplink1,Maplink2,Maplink3
249,Anbar,Ana,Hay Al Tammem,حي التأميم,34.36837802,41.9956273,246,1476.00,,,,"1,476",,,,,,,,,,"1,086",,126,,,,114,,,,,,,,,150,,,,,,,,228,744,504,,,Maplink1,Maplink2,Maplink3
23937,Anbar,Ana,Al-Awany Village,قرية العواني,34.46573914,41.73983494,124,744.00,,,,744,,,,,,,,,,36,,108,,,,600,,,,,,,,,,,,,,,,,222,228,294,,,Maplink1,Maplink2,Maplink3
250,Anbar,Ana,Hay Al Nasir,حي النصر,34.36779422,41.99094445,244,1464.00,,,,"1,464",,,,,,,,,,888,,258,,,,318,,,,,,,,,,,,,,,,,60,294,"1,110",,,Maplink1,Maplink2,Maplink3
246,Anbar,Ana,Al maadid,المعاضيد,34.22468712,42.14463788,117,702.00,,,,702,,,,,,,,,,438,,156,,,,108,,,,,,,,,,,,,,,,,102,126,474,,,Maplink1,Maplink2,Maplink3
252,Anbar,Ana,Al Tadamon,حي التضامن,34.36428013,41.98402787,243,1458.00,,,,"1,458",,,,,,,,,,714,,126,,,,516,,,,,,,,,102,,,,,,,,366,348,744,,,Maplink1,Maplink2,Maplink3
251,Anbar,Ana,Hay Al Qadissiyah,حي القادسية,34.37749089,41.98322262,224,1344.00,,,54,"1,290",,,,,,,,,,702,,210,,,,294,,84,,,,,,,54,,,,,,,,168,216,960,,,Maplink1,Maplink2,Maplink3
248,Anbar,Ana,Al bor (Shishan),حي العبور,34.36678805,41.97078314,196,1176.00,,,,"1,176",,,,,,,,,,294,,270,,,,330,,78,,,,,,,204,,,,,,60,,354,306,456,,,Maplink1,Maplink2,Maplink3
256,Anbar,Ana,Hasi complex,مجمع حصى,34.489909,41.786837,58,348.00,,,,348,,,,,,,,,,318,,,,,,30,,,,,,,,,,,,,,,,,,102,246,,,Maplink1,Maplink2,Maplink3
142,Anbar,Falluja,Al-shahabi-2,الشهابي الثانية,33.39187975,43.85673431,"1,403",8418.00,,,,"8,058",30,,,,,,330,,,,,"1,500",,,,"2,700",,"1,950",,,,,,,"2,268",,,"1,950","2,268",,"1,500","2,700",,,,,,Maplink1,Maplink2,Maplink3
24766,Anbar,Falluja,Al Abbah,العبة,33.40996232,43.91523991,225,1350.00,,,,"1,290",60,,,,,,,,,90,,,,,,378,,282,,,,,,66,534,,,90,534,,378,282,66,,,,,Maplink1,Maplink2,Maplink3
34163,Anbar,Falluja,Al Azragaiah,الازركيه,33.20336586,43.43554224,788,4728.00,,,,"4,566",162,,,,,,,,,"2,700",,"1,260",,,,768,,,,,,,,,,,,900,"3,828",,,,,,,,,Maplink1,Maplink2,Maplink3
20781,Anbar,Falluja,Al Dawayah village,الدواية,33.43542189,43.859094,236,1416.00,,,,"1,416",,,,,,,,,,648,,378,,,,144,,246,,,,,,,,,,144,246,,378,648,,,,,,Maplink1,Maplink2,Maplink3
179,Anbar,Falluja,Neeamiya,النعيمية,33.26676678,43.80710012,"2,106",12636.00,,,,"12,504",132,,,,,,,,,"8,070",,"2,538",,,,"1,008",,"1,020",,,,,,,,,,"3,072","1,170",,"1,500","2,766","4,128",,,,,Maplink1,Maplink2,Maplink3
34164,Anbar,Falluja,Al Muktar,المختار,33.22584525,43.45830193,"1,230",7380.00,,,,"7,320",60,,,,,,,,,"4,920",,"1,440",,,,720,,210,,,,,,,90,,,"4,800","1,200","1,380",,,,,,,,Maplink1,Maplink2,Maplink3
169,Anbar,Falluja,Al Shurta,حي الشرطة,33.36389707,43.79818309,"2,936",17616.00,,,,"17,616",,,,,,,,,,"11,964",,"2,100",,,,"2,838",,708,,,,,,,6,,,"9,210",,,408,"5,538","2,460",,,,,Maplink1,Maplink2,Maplink3
21615,Anbar,Falluja,Albu Uakash,البوعكاش,33.38257411,43.68398614,"1,600",9600.00,,,,"9,510",90,,,,,,,,,"5,658",,"1,302",,,,"1,134",,564,,,,,,,942,,,"5,658",942,,"1,134","1,302",564,,,,,Maplink1,Maplink2,Maplink3
20899,Anbar,Falluja,Al-Falahat,قرية الفلاحات,33.3463262,43.6488906,"2,498",14988.00,,,,"14,988",,,,,,,,,,"8,574",,"3,750",,,,"1,926",,480,,,,,,,258,,,"4,968","1,266",,822,"5,094","2,838",,,,,Maplink1,Maplink2,Maplink3
126,Anbar,Falluja,Door Al Sikik Area,دور السكك,33.36640549,43.77143227,"2,112",12672.00,,,,"12,672",,,,,,,,,,"7,506",,"1,590",,,,"1,740",,666,,,,,,,"1,170",,,"5,586",,,"1,560","4,872",654,,,,,Maplink1,Maplink2,Maplink3
21321,Anbar,Falluja,Al Daffar,الدفار,33.260627,43.85072524,"1,000",6000.00,,,,"6,000",,,,,,,,,,"2,724",,"1,008",,,,954,,"1,314",,,,,,,,,,"3,276",,,,,"2,724",,,,,Maplink1,Maplink2,Maplink3
34015,Anbar,Falluja,Hay Al-Aramel,حي الارامل,33.214,43.459,700,4200.00,,,,"2,070","2,130",,,,,,,,,"1,380",,,,,,"1,416",,,,,,,,,"1,404",,,"2,760",600,,,840,,,,,,Maplink1,Maplink2,Maplink3
22864,Anbar,Falluja,Al Husi,الحصي,33.2717254,43.77097666,"1,009",6054.00,,,,"5,880",174,,,,,,,,,"3,708",,"1,284",,78,,492,,378,,,,,,,114,,,"2,226",258,,336,504,"2,664",,,,66,Maplink1,Maplink2,Maplink3
175,Anbar,Falluja,Hay Al-Resala,حي الرسالة,33.34092,43.76801929,"1,927",11562.00,,,,"11,166",396,,,,,,,,,"4,842",,"3,228",,,,"2,076",,810,,,,,,,606,,,"6,204","1,116",,"1,002","1,932","1,308",,,,,Maplink1,Maplink2,Maplink3
31878,Anbar,Falluja,Al-Cettak,السي تاك,33.61838536,43.66621807,165,990.00,,,,990,,,,,,,,,,174,,468,,,,198,,150,,,,,,,,,,468,,,174,198,150,,,,,Maplink1,Maplink2,Maplink3
31879,Anbar,Falluja,Mujamma Al Therthar Al Sakani,مجمع الثرثار السكني,33.36870844,43.75149071,885,5310.00,,,,"5,310",,,,,,,,,,"1,752",,"2,112",,,,,,"1,446",,,,,,,,,,"4,170",,,,,"1,140",,,,,Maplink1,Maplink2,Maplink3
23802,Anbar,Falluja,Albu Hawa,البوهوى ,33.25436029,43.82969067,564,3384.00,,,,"3,204",180,,,,,,,,,"1,452",,"1,260",,,,,,672,,,,,,,,,,852,240,,"1,260",,"1,020",,,,12,Maplink1,Maplink2,Maplink3
34165,Anbar,Falluja,Wateaa Al kulfa Complex,دور واطئه الكلفه,33.22639343,43.44911464,401,2406.00,,,,,,,,,,,"2,406",,,"1,500",,180,,,,180,,360,,,,,,,186,,,,"2,406",,,,,,,,,Maplink1,Maplink2,Maplink3
121,Anbar,Falluja,Nazal,حي نزال,33.34565085,43.78313173,"2,432",14592.00,,,,"14,370",222,,,,,,,,,"8,946",,"2,964",,,,"1,962",,720,,,,,,,,,,"6,996",,,720,"4,236","2,640",,,,,Maplink1,Maplink2,Maplink3
33780,Anbar,Falluja,Al-Bijara,البجارة,33.42847,43.78972,346,2076.00,,,,"2,076",,,,,,,,,,378,,354,,,,"1,056",,288,,,,,,,,,,,"1,056",,288,378,354,,,,,Maplink1,Maplink2,Maplink3
207,Anbar,Falluja,Al-Akrad,حي الاكراد,33.3459263,43.75736794,20,120.00,,,,120,,,,,,,,,,66,,,,,,,,54,,,,,,,,,,,,,,,120,,,,,Maplink1,Maplink2,Maplink3
148,Anbar,Falluja,Al-waheda,حي الوحدة,33.36026624,43.7779121,"2,229",13374.00,,,,"13,374",,,,,,,,,,"7,230",,"2,478",,,,"1,614",,"1,200",,,,,,,852,,,"8,724",,,582,"2,604","1,464",,,,,Maplink1,Maplink2,Maplink3
128,Anbar,Falluja,Hay Al Askari,الحي العسكري,33.36152,43.80403754,"3,549",21294.00,,,"2,256","19,038",,,,,,,,,,"9,354",,"3,762",,,,"4,272",,"1,968",,,,,,,"1,938",,,"11,208","3,180",,654,"4,788","1,464",,,,,Maplink1,Maplink2,Maplink3
125,Anbar,Falluja,Hay Al Dhubbat,حي الضباط,33.35742,43.79284842,"3,662",21972.00,,,"1,662","20,310",,,,,,,,,,"11,910",,"5,694",,108,,"2,472",,588,,,,,,,"1,200",,,"11,784",108,,708,"5,334","4,038",,,,,Maplink1,Maplink2,Maplink3
31877,Anbar,Falluja,Al-Ekhaa Compaund,مجمع الاخاء السكني,33.16402399,43.86372218,274,1644.00,,,,"1,644",,,,,,,,,,,,594,,,,,,"1,050",,,,,,,,,,594,,,"1,050",,,,,,,Maplink1,Maplink2,Maplink3
24769,Anbar,Falluja,Albo Shbeel,البوشبيل,33.42752241,43.84366089,105,630.00,,,,624,6,,,,,,,,,156,,198,,,,,,276,,,,,,,,,,,198,,276,156,,,,,,Maplink1,Maplink2,Maplink3
21125,Anbar,Falluja,Albu Shbeeb,البوشبيب,33.40594031,43.81441064,250,1500.00,,,,"1,500",,,,,,,,,,"1,080",,258,,,,,,162,,,,,,,,,,360,720,,258,162,,,,,,Maplink1,Maplink2,Maplink3
21559,Anbar,Falluja,Huwaiwa,حويوة ,33.38568773,43.64349723,"1,293",7758.00,,,,"7,758",,,,,,,,,,"3,384",,942,,,,"2,550",,882,,,,,,,,,,942,"2,550",,"3,384",882,,,,,,Maplink1,Maplink2,Maplink3
31881,Anbar,Falluja,Al-Karagul,الكراغول,33.42478383,43.99215307,273,1638.00,,,,"1,602",36,,,,,,,,,90,,468,,,,504,,,,,,,,,576,,,504,576,,246,222,90,,,,,Maplink1,Maplink2,Maplink3
177,Anbar,Falluja,Al-bazara,حي البزارة,33.35251851,43.76966796,"2,436",14616.00,,,,"14,616",,,,,,,,,,"8,190",,"2,214",,,,"2,736",,336,,,,,,,"1,140",,,"7,872",828,,636,"4,704",576,,,,,Maplink1,Maplink2,Maplink3
299,Anbar,Falluja,Al-Julan,الجولان,33.36393445,43.76757768,"2,838",17028.00,,,,"17,028",,,,,,,,,,"8,256",,"3,732",,,,"2,304",,"1,188",,,,,,,"1,548",,,"8,700",876,,"1,638","3,840","1,974",,,,,Maplink1,Maplink2,Maplink3
33467,Anbar,Falluja,Hay Al Mansour Tawzi Al Jadeed,حي المنصور / التوزيع الجديد,33.32431,43.7962406,620,3720.00,,,,"3,318",402,,,,,,,,,666,,"2,304",,102,,462,,,,,,,,,186,,,"1,980",,,"1,380",,360,,,,,Maplink1,Maplink2,Maplink3
22525,Anbar,Falluja,Al Tala,الطالعة ,33.40039137,43.6560268,592,3552.00,,,,"3,552",,,,,,,,,,822,,846,,,,750,,"1,134",,,,,,,,,,822,"1,134",,846,750,,,,,,Maplink1,Maplink2,Maplink3
122,Anbar,Falluja,Al Mualmeen,حي المعلمين ,33.35497695,43.78192247,"2,473",14838.00,,,,"14,838",,,,,,,,,,"8,166",,"2,346",,,,"2,892",,354,,,,,,,"1,080",,,"7,260",,,"1,800","4,548","1,230",,,,,Maplink1,Maplink2,Maplink3
324,Anbar,Falluja,Albu Aifan,البوعيفان,33.30279302,43.75301646,871,5226.00,,,,"4,992",234,,,,,,,,,"2,652",,,,,,960,,840,,,,,,,774,,,"4,836",,,390,,,,,,,Maplink1,Maplink2,Maplink3
143,Anbar,Falluja,Al-shahabi-1,الشهابي الاولى,33.39335279,43.88438579,220,1320.00,,,,"1,200",120,,,,,,,,,,,384,,,,510,,240,,,,,,,186,,,384,186,,240,510,,,,,,Maplink1,Maplink2,Maplink3
22524,Anbar,Falluja,Al Zaghareed,الزغاريد,33.42544592,43.71183652,605,3630.00,,,,"3,600",30,,,,,,,,,570,,822,,,,"1,056",,234,,,,,,,948,,,"2,004",,,822,234,570,,,,,Maplink1,Maplink2,Maplink3
21742,Anbar,Falluja,Al jdawil (qnatir),الجداول ( الكناطر ),33.43255428,43.96919294,408,2448.00,,,,"2,448",,,,,,,,,,690,,816,,,,414,,,,,,,,,528,,,816,414,,528,690,,,,,,Maplink1,Maplink2,Maplink3
24770,Anbar,Falluja,Albo Akoll,البوعاكول,33.40397961,43.87755479,200,1200.00,,,,"1,200",,,,,,,,,,234,,468,,,,144,,354,,,,,,,,,,144,354,,468,234,,,,,,Maplink1,Maplink2,Maplink3
22606,Anbar,Falluja,Albu Shejel,البوشجل,33.39894123,43.63390187,905,5430.00,,,,"5,430",,,,,,,,,,"1,722",,714,,,,"1,278",,546,,,,,,,"1,170",,,"1,722","1,278",,"1,716",714,,,,,,Maplink1,Maplink2,Maplink3
